Hodgkin lymphoma, lymphocyte-rich|1 9 21 31 40 44 36 33 30 32 31 40 43 60 42 41 34 28 18 29
Glucagonoma, malignant|0 0 0 0 0 1 0 1 1 1 2 1 2 7 6 1 2 3 0 0
Polymorphous low grade adenocarcinoma|0 0 0 0 0 1 0 1 3 7 6 11 7 12 9 10 10 28 9 0
Chromophobe carcinoma|0 0 0 0 0 1 0 0 0 5 5 3 1 1 13 8 6 0 0 0
Malignant teratoma, trophoblastic|0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Olfactory neurogenic tumor|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Medullary carcinoma with lymphoid stroma|0 0 0 0 1 5 8 19 18 21 24 24 28 26 21 20 14 10 9 29
Mucoepidermoid carcinoma|1 7 26 38 63 89 96 106 111 162 207 277 357 406 393 367 385 378 342 268
Small cell sarcoma|0 0 4 7 4 3 4 1 2 2 2 5 2 1 7 4 6 0 0 0
Osteosarcoma in Paget disease|0 0 0 0 0 0 0 0 0 0 2 0 6 6 13 17 10 3 9 0
Adenocarcinoma of anal glands|0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
Dysembryoplastic neuroepithelial tumor|1 2 1 2 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0
Mesothelioma, biphasic, malignant|0 0 0 0 0 0 0 0 2 3 5 21 26 42 57 60 73 36 18 0
Combined small cell carcinoma|0 0 0 0 1 0 0 1 0 10 19 46 77 123 129 116 101 54 9 0
Granulosa cell tumor, malignant|0 0 1 4 4 12 18 21 33 48 68 70 71 79 55 58 48 39 27 0
Thymoma, type A, malignant|0 0 0 0 0 0 0 0 0 1 2 1 4 8 2 8 6 7 9 0
Essential thrombocythemia|0 0 0 1 7 10 11 18 24 40 47 68 100 136 168 262 292 399 261 59
Intestinal T-cell lymphoma|0 0 0 0 0 0 0 0 0 1 0 2 2 3 2 2 2 7 0 0
Primary effusion lymphoma|0 0 0 0 0 0 0 0 1 1 1 0 2 1 1 0 0 0 0 0
Angiomatous meningioma|0 0 0 0 0 0 0 0 1 1 4 6 3 6 3 1 4 0 9 0
Spindle cell carcinoma|0 0 0 0 0 1 3 7 13 16 26 62 93 123 145 162 172 126 162 29
Prolactinoma|0 0 2 3 2 4 2 7 4 2 1 0 0 6 0 0 2 0 0 0
Synovial sarcoma, NOS|1 5 20 24 36 34 24 24 19 16 21 21 21 19 16 24 16 10 0 0
Mixed cell adenocarcinoma|0 0 0 0 2 1 7 11 22 45 85 135 176 175 169 163 192 100 117 59
Hodgkin lymphoma, nod. scler., grade 1|2 3 8 17 28 23 30 20 14 10 12 11 18 14 16 18 24 18 18 0
Precancerous melanosis, NOS|0 0 0 0 3 2 4 3 4 2 5 6 9 17 4 10 4 10 18 0
Astrocytoma, NOS|155 157 160 144 192 242 263 236 236 255 347 503 640 839 717 665 497 299 288 119
Adenoma, NOS|0 0 0 1 4 6 7 5 10 15 14 19 12 30 16 17 36 28 18 29
Mal. melanoma in precan. melanosis|0 0 0 0 0 2 1 0 0 1 0 2 1 1 1 5 6 3 0 0
Clear cell adenocarcinoma, NOS|1 2 2 14 33 64 133 240 529 902 1395 2298 2869 3247 3183 2882 2500 1862 1035 506
Hodgkin lymphoma, mixed cellularity, NOS|5 29 40 116 214 225 172 147 130 140 183 208 277 309 339 343 353 266 198 178
Gastrinoma, malignant|0 0 0 0 2 0 3 5 4 6 7 11 9 12 11 8 2 0 0 0
Adenocarcinoma in situ|0 0 0 4 39 114 172 163 188 281 449 564 678 714 728 749 738 738 558 148
Carcinosarcoma, NOS|0 0 0 0 0 4 5 7 20 39 88 189 284 405 433 395 539 504 369 268
Olfactory neurcytoma|0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0 0
Adenocarcinoma, NOS|1 2 6 49 225 737 1774 3352 6916 15586 34893 74402 129002 184465 209883 216591 216084 193199 151998 103917
Atypical medullary carcinoma|0 0 0 0 0 0 4 4 4 8 6 21 11 8 5 10 6 10 9 0
Small cell osteosarcoma|0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
Intraductal carcinoma, noninfiltrating, NOS|0 0 0 1 10 51 175 582 1469 2392 2864 3433 4041 4521 4400 4054 3436 2424 1161 625
Myelodysplastic syndrome, NOS|6 2 2 1 2 5 3 9 14 35 50 95 156 259 453 830 1276 1538 1594 1310
Epithelioid sarcoma|0 2 7 11 18 9 9 10 9 11 13 14 11 14 15 22 14 14 27 29
Immunoproliferative disease, NOS|0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 5 6 3 0 0
Infiltrating duct carcinoma, NOS|0 0 0 4 147 997 3134 6300 11283 17099 21520 29614 37476 42223 42345 43696 44696 41592 34582 23142
Sertoli-Leydig cl tum., p.d. w heterologous elements|0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Non-small cell carcinoma|0 0 0 0 1 2 9 32 135 349 691 1338 2033 2594 3341 4164 4276 3141 1422 923
Granulosa cell-theca cell tumor, mal.|0 0 0 0 0 0 0 0 0 1 0 0 2 1 3 0 2 0 0 0
Thymoma, type AB, malignant|0 0 0 0 0 2 0 0 2 4 6 2 6 5 12 6 4 7 0 0
Insular carcinoma|0 0 0 0 0 1 0 1 0 2 1 2 2 2 4 6 6 7 0 0
Synovial sarcoma, spindle cell|0 0 4 11 7 10 11 8 7 7 9 15 4 4 5 6 2 0 0 0
Chronic neutrophilic leukemia|0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 2 7 0 29
Primary cutan. CD30+ T-cell lymphoprolif. disorder|0 1 1 1 3 3 1 3 3 7 12 11 15 13 24 21 20 28 18 29
Mediastinal large B-cell lymphoma|0 0 0 1 3 6 4 2 4 2 2 0 0 2 1 0 6 0 0 0
Malignant lymphoma, NOS|16 17 29 38 69 156 231 292 296 336 449 629 1079 1451 1801 2294 2821 3566 3764 3931
Pituitary adenoma, NOS|1 3 9 27 50 57 78 51 83 93 102 138 128 137 126 170 127 122 72 0
Spindle cell rhabdomyosarcoma|1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
Pseudosarcomatous carcinoma|0 0 0 0 0 1 0 2 2 5 19 24 23 52 62 67 111 86 63 0
Polycythemia vera|2 0 0 4 3 10 15 14 26 68 81 107 141 182 204 290 322 335 270 446
Angioimmunoblastic T-cell lymphoma|0 0 0 0 0 0 1 1 5 6 12 20 28 39 45 51 50 57 18 59
Lentigo maligna|1 0 1 1 10 30 64 111 246 471 786 1364 2131 2957 3548 4057 4311 3638 2854 1995
Astrocytoma, anaplastic|18 26 24 25 52 81 100 82 93 96 104 144 156 230 199 197 135 82 36 0
Lentigo maligna melanoma|0 0 0 0 6 8 18 41 86 163 267 487 776 1059 1402 1608 1891 1808 1693 1131
Carcinoma, undifferentiated type, NOS|0 0 3 11 15 22 53 71 136 267 482 849 1440 1701 1787 1608 1502 1239 954 506
Pituitary carcinoma, NOS|0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
Hodgkin lymphoma, lymphocytic deplet., NOS|0 0 9 7 11 13 20 13 10 14 27 34 49 67 95 93 73 68 117 29
Mixed islet cell & exocrine adenocarcinoma|0 0 0 0 0 0 0 0 1 1 4 0 1 3 0 4 2 0 0 0
Malignant placental site trophoblastic tumor|0 0 0 0 2 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0
Burkitt cell leukemia|6 6 3 2 1 3 1 2 2 4 2 4 6 10 13 9 14 10 0 29
Scirrhous adenocarcinoma|0 0 0 0 0 4 11 31 58 105 174 262 396 422 461 507 527 507 432 268
Carcinosarcoma, embryonal type|0 0 0 0 0 0 0 0 0 0 1 2 3 1 4 0 4 0 0 0
Olfactory neuroblastoma|0 0 2 4 5 5 6 7 11 20 17 27 34 32 13 28 24 18 9 0
Duct carcinoma, desmoplastic type|0 0 0 0 0 0 0 0 0 0 1 0 0 2 1 1 0 0 0 0
Comedocarcinoma, non-infiltrating|0 0 0 0 2 13 56 159 421 605 757 1024 1014 1223 1120 1058 813 529 261 89
Undifferentiated sarcoma|1 0 1 2 0 0 0 0 0 1 1 2 4 3 5 5 2 0 0 0
Medulloblastoma, NOS|163 156 85 43 44 37 25 18 9 8 6 4 3 1 1 0 0 3 0 0
Central osteosarcoma|0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
Comedocarcinoma, NOS|0 0 0 0 4 36 110 199 333 444 502 613 747 757 614 551 477 374 180 208
Leukemia, NOS|14 4 4 5 8 8 11 13 18 23 43 86 144 267 407 544 862 1264 1918 2055
Waldenstrom macroglobulinemia|0 0 0 0 0 0 3 6 8 25 56 95 152 218 305 418 479 479 369 119
Acute myeloid leuk. with multilineage dysplasia|0 0 0 0 2 1 1 1 4 6 13 19 38 49 65 104 125 104 72 0
Endometrioid carcinoma|0 0 0 2 18 61 182 362 682 1246 2162 3266 3671 3755 3488 3383 3558 2842 2161 1102
Malignant lymphoma, non-Hodgkin|29 42 50 58 76 103 153 191 233 327 497 827 1230 1640 1837 2238 2385 2345 2206 1548
NK/T-cell lymphoma, nasal and nasal-type|0 0 0 0 3 3 1 5 4 5 6 9 7 10 14 16 14 7 9 0
Thymoma, type B1, malignant|0 0 0 0 0 0 3 0 2 4 1 8 6 5 9 13 12 3 0 0
Angiolipoma, NOS|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
Synovial sarcoma, epithelioid cell|0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
Hypereosinophilic syndrome|0 2 0 0 0 0 0 1 3 2 3 4 3 7 9 8 8 7 0 0
Polygonal cell carcinoma|0 0 0 0 0 0 0 0 0 2 2 1 5 3 5 1 2 0 0 0
Hodgkin lymphoma, nod. scler., grade 2|0 0 5 20 37 33 39 16 21 13 8 6 4 18 10 14 16 10 0 29
Superficial spreading melanoma, in situ|1 0 2 18 56 129 167 199 242 256 291 356 389 383 348 347 280 230 198 178
Adenocarcinoma with squamous metaplasia|0 0 0 0 4 18 40 64 112 154 307 487 637 560 451 341 284 241 81 148
Superficial spreading melanoma|0 4 24 170 600 1150 1634 1782 2023 2243 2519 3124 3531 3428 3215 2909 2685 2345 1684 1459
Carcinoma, anaplastic type, NOS|0 0 0 3 4 6 17 26 59 116 188 351 594 756 768 686 744 727 612 387
Papillary adenoma, NOS|0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
Rhabdomyosarcoma, NOS|27 18 15 16 14 7 6 6 6 11 15 19 27 39 45 45 64 68 54 0
Vipoma|0 0 0 0 0 0 0 0 0 0 1 1 1 1 2 0 0 0 0 0
Renal cell carcinoma|3 3 8 17 37 85 181 366 702 1248 2014 3332 4731 5860 5950 5999 5720 5004 3935 2680
Hodgkin lymph., lymphocyt. deplet., diffuse fibrosis|0 0 1 0 2 1 0 1 1 1 1 3 4 4 6 9 8 3 0 0
Amelanotic melanoma|0 0 0 1 10 12 11 15 19 33 36 44 68 80 95 124 121 151 126 119
Aortic body tumor, malignant|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Adult T-cell leukemia/lymphoma (HTLV-1 pos.)|1 0 0 0 3 1 1 6 1 3 5 5 10 8 14 28 36 25 27 0
Trophoblastic tumor, epithelioid|0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
Malignant myoepithelioma|0 0 1 0 0 0 0 1 3 1 3 0 6 7 12 5 12 10 0 0
Olfactory neuroepithelioma|0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
Papillary adenocarcinoma, NOS|0 2 25 117 330 565 672 686 782 1076 1446 2253 3098 3628 3672 3487 3734 3357 2503 1816
Linitis plastica|0 0 0 0 2 3 9 16 22 48 68 121 184 226 265 318 336 302 243 208
Retinoblastoma, NOS|328 15 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Desmoplastic medulloblastoma|15 5 4 3 5 2 3 3 1 2 1 0 0 1 0 0 0 0 0 0
Desmoplastic small round cell tumor|0 0 4 1 3 3 4 2 0 0 0 0 0 1 0 2 0 0 0 0
Ceruminous adenocarcinoma|0 0 0 0 0 0 0 0 0 0 0 1 0 0 5 2 2 0 18 0
Endometrioid adenofibroma, malignant|0 0 0 0 0 0 0 0 1 0 1 4 5 2 3 12 10 3 0 0
Acute leukemia, NOS|72 29 22 22 25 26 27 35 35 49 73 138 249 367 597 715 1021 1340 1224 1906
Heavy chain disease, NOS|0 0 0 0 0 0 0 0 0 0 1 0 0 1 3 2 6 0 0 0
Secretory carcinoma of breast|0 0 0 1 0 1 2 0 3 2 5 7 2 4 5 6 12 3 18 29
Basal cell carcinoma, NOS|0 0 0 0 1 1 2 4 9 10 23 41 66 96 136 168 215 342 333 268
Hemangioblastoma|0 0 0 0 4 6 4 5 8 6 5 16 6 6 6 1 2 10 0 29
Acute myeloid leukemia, t(8;21)(q22;q22)|1 1 0 1 2 4 1 0 1 5 4 2 9 11 7 8 20 3 0 0
Thymoma, type B2, malignant|0 0 0 0 0 0 1 0 1 2 4 2 6 2 1 1 6 0 0 0
Synovial sarcoma, biphasic|0 2 6 11 9 8 10 5 6 6 3 6 3 6 3 1 0 3 0 0
Carcinoma with osteoclast-like giant cells|0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 0 0 0
Transitional meningioma|1 0 0 0 1 2 4 3 7 14 11 25 23 27 19 20 20 14 18 0
Adenocarcinoma w cartilag. & oss. metaplas.|0 0 0 0 0 0 0 0 0 1 3 0 2 2 6 1 4 3 0 29
Acute basophilic leukemia|0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 0 9 0
Pleomorphic carcinoma|0 0 0 0 1 1 1 5 8 11 21 49 66 76 91 90 95 82 45 29
Basophil adenoma|0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
Pleomorphic rhabdomyosarcoma, adult type|1 1 0 4 2 1 2 2 3 3 5 6 11 13 15 17 30 21 36 29
Acral lentiginous melanoma, malig.|0 0 0 2 7 8 11 18 25 29 40 59 87 105 135 145 172 154 144 148
Clear cell adenocarcinofibroma|0 0 0 0 0 0 0 0 0 0 1 0 0 3 1 2 0 3 9 0
Hodgkin lymphoma, lymphocyt. deplet., reticular|0 0 0 0 1 1 1 1 0 1 0 6 9 9 6 12 20 10 9 0
Somatostatinoma, malignant|0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0
Adenocarcinoma in situ in villous adenoma|0 0 0 0 2 3 5 14 32 71 170 325 547 758 880 1069 962 1001 621 446
Carotid body tumor, malignant|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
Basophil carcinoma|0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
Adenocarcinoma in villous adenoma|0 0 0 0 3 9 28 60 106 243 532 1061 1832 2705 3098 3696 4313 4233 3377 1816
Superficial spreading adenocarcinoma|0 0 0 0 0 1 0 1 2 7 7 14 20 31 32 21 36 25 18 29
Papillary trans. cell carcinoma, non-invasive|0 0 0 0 1 1 8 9 22 36 69 162 238 411 547 638 651 410 288 208
Noninfiltrating intraductal papillary adenocarcinoma|0 0 0 0 0 5 22 42 100 157 186 223 332 426 511 483 479 327 216 148
Papillary trans. cell carcinoma|0 1 3 34 88 162 271 449 840 1620 3134 6369 10766 15748 18933 21369 23334 22077 19146 14117
Hepatoblastoma|143 8 3 1 0 0 0 0 0 0 0 0 0 2 3 1 4 0 9 0
Retinoblastoma, differentiated|21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Medullomyoblastoma|0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Intraductal papillary adenocarcinoma with invasion|0 0 0 0 0 2 5 12 19 40 47 76 124 140 183 167 280 216 144 59
Multifocal superficial basal cell carcinoma|0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 4 4 7 0 0
Endometrioid adenocarcinoma, secretory variant|0 0 0 0 0 1 0 1 1 2 2 2 4 4 6 2 2 0 0 0
Granular cell tumor, NOS|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Acute myeloid leukemia, 11q23 abnormalities|0 0 0 0 0 0 0 0 0 2 0 0 1 4 5 0 10 7 0 0
Malignant histiocytosis|16 4 8 5 5 6 2 6 3 6 8 13 24 29 25 28 12 43 36 0
Clear cell sarcoma,NOS (except of kidney M-8964/3)|1 0 2 6 7 6 3 3 6 6 6 7 6 2 7 5 8 3 0 0
Thymoma, type B3, malignant|0 0 0 0 0 1 2 1 3 4 5 8 8 14 10 8 6 7 9 0
Granular cell tumor, malignant|0 0 0 0 1 1 0 0 2 3 2 3 7 2 5 2 6 3 0 29
Subcutaneous panniculitis-like T-cell lymphoma|0 0 0 1 0 0 0 1 0 0 1 3 1 4 2 2 6 0 0 0
Ac. myelomonocytic leuk. w abn. mar. eosinophils|0 0 1 0 0 3 1 1 2 2 1 7 3 5 5 6 2 3 9 0
Clear cell meningioma|0 0 0 0 1 0 0 0 1 0 0 0 1 1 2 1 2 3 0 0
Adenocarcinoma with spindle cell mataplasia|0 0 0 0 0 0 0 1 0 1 2 2 3 6 3 6 10 0 0 0
Lipoma, NOS|1 0 1 0 1 0 0 0 0 0 0 0 1 1 2 2 0 0 0 0
Signet ring cell carcinoma|0 0 1 5 29 55 97 147 235 333 501 825 1157 1585 1766 1938 2263 2262 1882 1459
Desmoplastic melanoma, malignant|0 0 0 0 1 2 11 12 18 23 39 44 75 97 120 133 223 190 198 119
Mixed type rhabdomyosarcoma|2 2 1 0 0 0 0 0 0 1 0 0 0 0 0 2 0 3 0 0
Hairy cell leukemia|0 0 0 0 3 9 31 58 91 124 146 187 207 251 235 230 243 223 144 89
Papillary meningioma|0 1 0 0 0 0 0 0 0 1 0 1 1 3 2 0 0 0 0 0
Carcinoma in situ, NOS|0 0 5 620 4214 6761 5404 3046 1993 1423 1220 1389 1634 1670 1482 1193 1169 1023 720 476
Lipid-rich carcinoma|0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0
Paraganglioma, NOS|0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0
Extra-adrenal paraganglioma, malignant|0 0 0 0 1 1 1 2 1 1 1 2 4 1 2 0 0 0 0 0
Carcinoma, NOS|5 2 7 44 145 287 481 730 1241 2475 4511 8635 15143 22847 29795 39025 57066 74553 91435 96679
Liposarcoma, NOS|0 0 0 3 4 10 24 22 26 52 62 120 142 146 183 190 235 205 180 89
Adenocarcinoma, intestinal type|0 0 0 0 0 2 3 6 17 38 61 130 236 365 543 725 954 1026 1143 625
Odontogenic tumor, malignant|0 0 0 0 1 1 0 1 0 1 1 2 7 2 1 6 6 3 0 0
Villous adenocarcinoma|0 0 0 0 1 1 2 4 7 13 20 41 102 120 139 129 192 223 126 0
Paraganglioma, malignant|0 0 0 0 1 5 3 5 6 6 5 8 5 14 6 8 12 7 9 0
Transitional cell carcinoma, micropapillary|0 0 0 0 0 0 0 0 0 0 1 1 2 6 7 1 16 10 0 29
Pancreatoblastoma|0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Retinoblastoma, undifferentiated|20 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Primitive neuroectodermal tumor|73 34 25 19 22 15 12 9 13 8 4 8 6 6 2 6 12 0 0 0
Noninfiltrating intracystic carcinoma|0 0 0 0 0 0 0 1 5 13 14 22 39 64 84 78 111 126 126 29
Infiltrating basal cell carcinoma, NOS|0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 3 9 0
Endometrioid adenocarcinoma, ciliated cell variant|0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 5 2 0 0 0
Immunoproliferative small intestinal disease|0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0
Intracystic carcinoma, NOS|0 0 0 0 1 2 3 5 11 14 14 24 48 68 81 102 146 129 153 148
Oligodendroblastoma|0 0 0 0 0 1 0 1 2 3 1 3 1 1 2 1 0 0 0 0
Adrenal cortical carcinoma|14 4 3 7 7 14 17 25 28 33 49 58 92 85 72 40 46 28 18 29
Hemangiopericytoma, benign|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Hemangiopericytoma, NOS|0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0
Thymic carcinoma, NOS|0 0 0 0 0 0 0 1 4 7 3 10 10 9 15 10 4 7 0 0
Alveolar soft part sarcoma|1 2 5 7 9 11 3 3 1 1 0 2 1 0 1 1 0 0 0 0
Atypical meningioma|0 0 0 0 1 0 2 4 3 8 9 14 20 18 18 21 28 28 9 0
Adenocarcinoma with apocrine metaplasia|0 0 0 0 0 0 0 0 1 3 5 2 2 5 5 10 2 3 9 0
Cutaneous T-cell lymphoma, NOS|0 1 0 2 3 8 18 22 26 41 69 77 99 125 154 175 144 126 144 119
Acute myeloid leukemia, minimal differentiation|2 1 2 5 3 2 4 3 6 6 14 16 23 48 55 55 69 100 54 0
Hemangiopericytoma, malignant|4 2 2 2 7 4 11 11 15 11 25 21 31 24 31 41 32 28 0 29
Mucosal lentiginous melanoma|0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 4 0 0 0 0
Meningeal sarcomatosis|0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 4 0 0 0
Adenosquamous carcinoma|0 0 0 0 9 53 106 154 224 310 555 1039 1512 1768 1846 1742 1402 1088 711 297
Glycogen-rich carcinoma|0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 4 0 0 0 0
Epithelioma, malignant|0 0 0 0 0 0 0 0 0 1 0 0 3 2 2 1 2 3 0 0
Adenocarcinoma in situ in tubulovillous adenoma|0 0 0 0 1 6 17 24 54 100 257 442 696 947 1112 1245 1226 1124 855 446
Liposarcoma, well differentiated|0 0 0 0 4 7 9 21 32 35 66 101 112 136 132 163 140 79 81 29
Ameloblastoma, malignant|0 0 0 2 2 2 3 3 1 3 4 3 7 12 4 9 6 10 0 0
Adenocarcinoma in tubulovillous adenoma|0 0 0 0 5 15 30 68 147 300 676 1173 1801 2690 3162 3862 4128 3714 2881 1965
Carcinoma, diffuse type|0 0 0 0 2 4 10 12 21 36 54 81 122 170 220 268 257 324 297 178
Melanoma in situ|1 2 16 66 203 370 562 718 947 1189 1452 1950 2183 2375 2529 2629 2533 2039 1693 1102
Malignant melanoma, NOS|15 17 51 228 627 1090 1372 1548 1873 2324 2799 3715 4470 4863 4955 5112 5689 5688 5196 5778
Large cell medulloblastoma|2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Bronchiolo-alveolar adenocarcinoma|0 0 0 0 1 3 15 34 92 206 488 967 1700 2289 2501 2437 1926 1142 693 446
Retinoblastoma, diffuse|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Pulmonary blastoma|1 0 0 0 1 1 0 0 0 0 0 0 2 4 2 2 2 0 0 0
Basal cell carcinoma, fibroepithelial|0 0 0 0 0 0 0 0 0 0 0 1 2 2 1 2 0 0 0 0
Adenocarcinoma, endocervical type|0 0 0 0 1 6 10 9 7 12 6 4 6 1 2 8 4 0 0 0
Queyrat erythroplasia|0 0 0 0 1 2 2 3 1 2 6 6 14 16 9 18 18 10 9 0
Neuroblastoma, NOS|780 68 20 14 8 9 6 6 3 3 2 5 6 6 5 4 0 18 9 0
Sebaceous adenocarcinoma|0 0 0 0 0 1 1 5 5 22 21 47 61 105 134 185 259 262 315 387
Acute myeloid leukemia without maturation|3 2 4 3 9 7 6 5 10 13 13 35 33 42 74 93 81 104 27 0
Adenocarcinoma with neuroendocrine differen.|0 0 0 0 0 0 0 0 3 3 8 15 13 17 15 24 26 18 36 0
Cyst-associated renal cell carcinoma|0 0 0 0 0 1 3 6 9 17 16 17 19 28 36 18 24 25 18 0
Phyllodes tumor, malignant|0 0 2 6 9 14 18 38 50 71 72 90 80 73 53 52 73 39 72 59
Myeloid leukemia, NOS|8 3 2 4 10 8 22 11 17 26 37 61 139 212 315 391 606 684 747 685
Thecoma, malignant|0 0 0 0 1 0 0 0 0 1 1 0 4 3 5 1 2 3 0 0
Warthin tumor, malignant|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Myxoid liposarcoma|1 1 3 9 11 37 37 51 56 52 50 74 92 105 94 97 119 111 81 59
Large cell carcinoma, NOS|0 0 0 0 6 12 39 135 359 738 1446 2734 4280 5397 5388 4932 3996 2705 1476 744
Nodular melanoma|0 3 6 27 101 148 208 227 293 351 444 625 752 900 961 1062 1329 1484 1918 1459
Pleuropulmonary blastoma|2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Alveolar adenocarcinoma|0 0 0 0 0 0 0 0 3 7 9 34 55 83 77 56 69 50 9 29
Transitional cell carcinoma in situ|0 0 0 0 1 0 2 1 3 11 24 56 92 163 231 249 213 158 126 178
Basosquamous carcinoma|0 0 0 0 0 0 0 0 2 4 5 12 11 14 28 22 52 50 72 0
Acute biphenotypic leukemia|2 1 0 1 0 0 0 0 0 0 1 2 2 4 3 5 8 0 9 0
Transitional cell carcinoma, NOS|0 0 1 6 20 36 70 131 277 632 1340 2891 5502 8003 9685 11704 14042 14234 12914 9382
Bowen disease|0 0 0 11 48 100 127 137 129 134 141 181 188 209 192 186 115 144 81 29
Nephroblastoma, NOS|542 155 24 10 9 6 3 1 4 1 3 2 4 3 3 5 0 0 0 0
Medulloepithelioma, NOS|5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Composite Hodgkin and non-Hodgkin lymphoma|0 0 0 0 0 0 0 0 0 0 0 0 1 2 5 4 8 3 0 0
Spindle epithelial tumor with thymus-like element|0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
Neuroma, NOS|0 0 0 0 0 0 0 1 1 1 6 5 2 1 2 4 2 3 0 0
Mast cell sarcoma|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Acute myeloid leukemia with maturation|4 4 9 4 7 7 5 10 13 20 24 36 47 71 89 104 154 140 144 29
Metaplastic carcinoma, NOS|0 0 0 0 0 0 2 7 9 21 19 42 40 40 22 60 52 46 81 89
Renal cell carcinoma, chromophobe type|0 0 0 0 2 4 11 11 32 39 47 74 74 75 93 135 103 61 27 0
Acute myeloid leukemia|165 90 115 164 213 229 232 256 276 395 567 940 1474 2114 2764 3296 3984 3876 3755 2472
Neoplasm, benign|1 0 2 1 4 4 3 3 1 8 5 8 7 11 12 18 26 43 18 0
Epithelial-myoepithelial carcinoma|0 0 0 0 0 0 1 2 1 5 12 8 9 13 13 24 20 21 27 29
Mucinous adenocarcinoma|0 0 2 16 50 100 206 353 627 1088 1680 2847 4565 6672 8168 9757 11170 11481 9807 7178
Hodgkin lymph., nodular lymphocyte predom.|1 5 6 18 23 36 27 24 21 23 23 24 30 11 15 12 16 3 0 0
Neoplasm, uncertain whether benign or malignant|0 0 1 0 4 3 2 4 4 4 7 7 12 11 18 25 60 97 126 59
Large cell neuroendocrine carcinoma|0 0 0 0 0 0 0 3 6 11 16 52 52 82 82 114 85 79 9 0
Round cell liposarcoma|0 0 0 0 0 1 5 6 4 11 6 8 8 6 5 12 6 7 18 0
Myeloid sarcoma|4 0 1 1 1 4 1 2 3 6 9 10 19 20 37 36 24 25 36 0
Basal cell adenocarcinoma|0 0 0 0 0 0 0 0 0 3 3 8 9 14 19 12 6 7 0 29
Neoplasm, malignant|34 13 18 29 72 99 130 171 268 493 903 1786 3418 5225 8124 12334 22025 34740 51891 61653
